"school_id";"gender";"immigration";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
4000007;1;1;0;6;0;-0.0845;1.4326;1.1729;0.8406;1.8303;1.1793;0.0214;1.2652;-0.0771;0.6402;225;135;270;543.075;613.951;632.782;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;3;0;6;0;1.8905;0.4951;-0.7823;0.1358;0.1121;-0.6122;-0.0748;0.9696;-0.7475;1.0346;250;150;300;643.424;589.087;627.922;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;1;0;6;1;-0.687;-1.6792;0.7703;0.1235;0.9421;-0.9191;-0.2538;0.6443;-1.0955;-1.0657;200;150;400;532.859;577.547;508.464;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;1;2;6;0;-0.7985;-1.1224;-0.7823;2.3427;1.8303;1.1793;1.9131;1.4418;0.3485;-1.8598;150;150;500;446.835;444.904;555.636;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;2;2;0;1;-0.2006;-0.7225;-0.7823;-2.1411;-1.8538;-2.2097;-1.532;-3.3245;-2.7106;-1.3939;150;200;300;394.361;330.224;377.119;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;1;0;6;0;-0.13;0.4829;0.2907;0.6544;0.8029;1.1793;-0.1392;1.1891;-0.9852;1.0346;200;150;500;605.898;630.554;635.561;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;3;2;6;0;-0.13;-0.2301;1.1928;-0.418;0.3808;-1.2793;-0.9149;0.6937;-0.2023;-1.4861;150;150;350;641.443;648.659;642.005;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;3;2;5;0;-0.7592;0.6818;-0.7823;-1.0399;-0.0367;-0.1357;-1.5222;-0.8217;-0.2023;-0.6576;150;200;400;595.687;561.151;531.47;23;0.4292;-0.2792;0.4282;0.6222
4000008;1;1;0;4;0;-0.4342;0.2243;-0.7823;0.3981;1.1335;1.1793;-0.4419;-0.0166;-0.2023;-0.6576;150;100;250;600.26;568.909;537.961;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-0.7592;0.3241;-0.7823;-0.0729;-0.5158;0.0477;0.1306;-0.2538;1.314;1.0346;150;150;1350;568.342;593.941;591.8;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;3;0;-1.4869;0.9517;-0.7823;0.3436;0.7878;-0.1357;-0.01;-0.1622;0.039;1.0346;150;150;150;617.218;524.455;576.737;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;3;0;-0.687;1.4903;-0.7823;0.7227;0.6381;1.1793;0.5069;0.0553;-0.7366;0.6402;150;150;200;539.263;449.906;508.568;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-0.7592;2.7249;-0.7823;0.3645;-0.2006;1.1793;1.0681;-0.2947;0.2148;0.6364;150;150;900;476.143;466.58;494.525;18;-1.4212;0.4214;1.1729;0.2266
4000008;0;1;0;6;0;0.4637;0.6818;0.2907;0.9385;0.655;-0.1357;0.5108;1.3842;-0.2533;1.0346;200;150;150;576.621;599.682;534.101;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;2;0;4;0;-1.8939;2.7249;-0.7823;0.3986;0.9421;-0.1357;-0.0417;0.0114;-0.9828;1.0346;150;150;150;565.238;550.513;523.631;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;2;0;4;0;0.052;-0.1906;-0.7823;-0.6484;-0.0367;0.031;-0.7667;-1.0884;-0.1391;-1.1869;200;200;100;512.719;434.372;474.072;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;3;0;-0.13;-0.9879;2.3772;-0.8307;-0.4132;-1.0118;-0.4085;-0.8159;-1.1846;-0.6439;150;150;150;472.608;377.092;422.991;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-0.4342;0.0348;0.2907;0.1053;-0.5158;-0.1357;0.3248;-0.4522;0.039;1.0346;150;100;150;598.032;542.063;563.401;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-1.8939;2.7249;-0.7823;0.1538;1.1335;1.1793;-0.4728;-0.7056;-0.5488;1.0346;135;180;135;531.858;495.097;537.444;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-1.8939;0.1889;-0.7823;-0.3218;-0.7725;-0.1357;0.0194;-0.8835;-1.3245;1.0346;150;100;100;435.718;456.056;420.651;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;1.8905;0.0348;0.2907;-1.104;-1.8538;-0.1357;-1.1718;-0.6263;-0.7074;1.0346;150;100;150;532.947;592.489;635.888;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;5;0;0.4637;2.7249;-0.7823;-0.331;-0.7725;-0.1357;-0.4143;-0.2063;-1.0628;1.0346;150;100;500;643.703;576.769;603.782;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;5;1;-0.4342;0.6738;-0.7823;1.1544;0.9421;-0.1357;1.179;0.7191;0.1597;0.2127;150;150;100;497.941;514.492;545.301;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-1.4869;1.4903;0.2907;0.3971;0.8029;-0.6853;0.3342;-0.798;0.2485;1.0346;150;150;100;606.275;549.706;530.573;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;3;0;-0.0845;-1.4932;-0.7823;0.243;1.1335;-0.1357;-0.4952;-0.5138;-0.3262;-1.292;150;150;250;440.686;471.337;452.41;18;-1.4212;0.4214;1.1729;0.2266
4000008;0;1;0;3;0;-0.7592;0.6818;-0.7823;-0.8281;-0.7725;-1.0118;-0.4734;-1.0627;0.4394;1.0346;150;150;150;535.087;513.27;454.231;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;4;0;-1.8939;2.7249;-0.7823;0.4676;0.2519;-0.1357;0.1713;-0.5485;-0.1931;1.0346;150;100;600;638.126;653.71;647.634;18;-1.4212;0.4214;1.1729;0.2266
4000008;0;1;0;3;0;1.8905;-1.186;1.1928;0.454;0.4508;-0.1357;0.1091;0.2624;0.7015;1.0346;150;100;300;597.194;578.116;539.609;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;1;0;6;0;-0.9823;2.7249;-0.7823;0.1183;-0.3076;-0.1357;0.4005;0.8407;0.1694;1.0346;150;100;350;618.892;616.442;581.642;18;-1.4212;0.4214;1.1729;0.2266
4000008;1;2;0;5;0;0.052;-0.3436;-0.7823;-0.0544;0.1921;-1.2622;0.2401;0.4281;-0.0014;0.2127;150;100;100;526.897;537.665;572.942;18;-1.4212;0.4214;1.1729;0.2266
4000009;0;1;0;6;0;-0.3498;-1.1328;-0.7823;-0.8796;-0.0367;-1.0118;-1.006;0.5492;-1.1481;-1.5824;150;150;500;476.44;449.884;410.384;28;-0.6483;0.2683;0.1795;0.2266
4000009;0;1;0;3;0;-1.8939;-0.5878;0.2308;0.0944;0.0038;-0.9386;0.7786;-0.7073;-0.1206;-0.6576;150;100;0;498.265;461.776;471.828;28;-0.6483;0.2683;0.1795;0.2266
4000009;0;1;0;5;0;1.1422;2.7249;1.7316;0.3944;0.0185;-0.1357;0.6534;0.3975;-0.4707;0.3622;150;100;0;409.436;416.902;424.551;28;-0.6483;0.2683;0.1795;0.2266
4000009;0;1;0;5;0;-1.2792;0.6818;-0.7823;0.597;1.8303;-0.1357;-0.1835;-0.0809;-0.7769;1.0346;100;100;1200;469.566;462.084;480.24;28;-0.6483;0.2683;0.1795;0.2266
4000009;0;1;2;5;0;-0.3799;-1.2286;-0.7823;0.1552;-0.1308;-0.4884;0.2905;-0.2808;-1.0726;0.6402;150;100;500;385.99;320.225;332.163;28;-0.6483;0.2683;0.1795;0.2266
4000009;1;1;0;5;1;-1.4242;-0.1906;0.8233;-0.6976;0.0038;-0.1357;-0.7617;-0.2246;-0.7659;1.0346;300;400;0;395.645;355.474;380.149;28;-0.6483;0.2683;0.1795;0.2266
4000009;1;1;0;3;0;-0.687;-1.2605;-0.7823;-0.3998;-0.2006;-0.1357;0.0546;-1.1884;-2.7106;-2.4468;0;0;0;472.67;373.348;474.752;28;-0.6483;0.2683;0.1795;0.2266
4000009;0;1;0;6;0;1.8905;0.6713;1.5346;0.072;-0.5158;-0.1357;0.4803;0.9011;0.3485;-1.1869;150;100;400;418.756;459.737;425.09;28;-0.6483;0.2683;0.1795;0.2266
4000010;1;1;0;3;0;-1.1597;0.6818;-0.7823;-2.0377;-1.8538;-1.935;-1.255;-1.241;0.7628;-0.9242;100;50;0;358.356;352.187;369.696;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-1.8939;-0.2979;-0.7823;0.0039;1.1335;1.1793;-0.5847;-0.8582;-0.2327;1.0346;100;50;50;380.3;390.744;416.148;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;0.052;2.7249;-0.7823;-0.4759;0.0038;1.1793;-0.8395;-0.6503;1.314;1.0346;60;30;30;509.491;493.902;505.126;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-0.687;-0.0939;0.1462;-0.8357;-0.7725;-1.1515;-0.1648;-1.2738;-1.4486;-2.4468;150;50;100;454.359;451.478;470.382;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;6;0;-1.1597;-0.4415;-0.7823;-0.1398;-0.7725;-1.0118;0.7104;0.6324;-0.3882;-1.0657;100;50;50;411.206;443.592;378.821;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;5;0;0.8794;2.7249;-0.7823;0.5658;0.6411;-0.1357;0.8194;0.1759;1.314;1.0346;100;50;0;478.344;454.311;453.538;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-0.13;0.9517;-0.7823;0.4873;0.4508;0.0477;0.6222;-0.25;-1.1846;0.2127;100;0;300;385.449;341.814;417.626;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;6;0;-1.8939;0.9517;-0.7823;0.1884;-0.889;-0.1357;0.7977;0.9;-2.7106;1.0346;90;45;0;460.29;500.715;499.61;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;4;0;0.4637;-0.5582;0.7703;0.4686;-0.6072;-0.4903;1.5192;-0.6145;1.314;-0.6576;110;55;55;450.261;376.055;458.397;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;6;0;1.8905;0.0348;-0.7823;-0.1018;-1.8538;-0.9191;0.9024;0.7772;1.314;1.0346;100;50;50;436.589;438.112;396.941;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;5;0;0.8207;0.6818;1.1928;-2.3248;-0.7725;-1.6618;-2.0687;-1.2808;0.7015;-0.6576;100;0;50;447.133;499.226;487.677;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-0.687;0.9683;-0.7823;1.3589;0.7878;0.1806;1.8632;-0.2917;1.314;1.0346;0;0;0;537.995;487.5;486.97;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;5;0;-0.4342;2.7249;-0.7823;0.2218;0.1121;0.0477;0.2806;0.0457;-1.1481;1.0346;100;50;400;373.137;342.583;408.958;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;5;0;-1.8939;-0.5375;-0.7823;-0.8224;-0.1308;-1.3311;-0.3054;0.0015;-2.1621;0.3586;0;0;0;407.951;439.325;427.403;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;1.8905;-1.186;-0.7823;-0.8343;0.1497;1.1793;-1.6666;-1.0238;-1.7803;1.0346;100;0;0;473.292;563.964;495.082;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-0.4342;1.4326;-0.7823;0.0553;0.2519;-0.1357;0.0851;-0.6743;0.4394;-0.6576;0;50;0;515.248;527.412;489.562;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;6;0;0.1097;-0.3184;0.8233;-0.1826;-0.7725;1.1793;-0.0227;0.0996;-0.3971;0.2127;100;50;0;455.82;491.172;520.23;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;1.8905;0.6818;-0.7823;0.8042;1.3873;-0.2116;0.3804;-0.4635;1.314;1.0346;100;50;50;370.029;450.689;418.355;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;4;0;-1.8939;-1.358;-0.7823;0.4634;-0.1308;-0.6122;0.7175;0.0126;-2.7106;1.0346;150;50;0;428.953;428.807;408.595;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;1;1;0;3;0;-1.4869;0.3018;-0.7823;0.6204;0.7878;-1.0118;1.1041;-0.7035;1.314;-0.6576;100;50;0;415.281;417.634;547.299;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;2;2;6;1;0.4637;-0.8273;0.8233;-0.5487;-0.7725;-0.4903;-0.0017;-0.6101;-2.1621;-1.5824;110;55;55;362.217;319.355;339.133;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;3;0;-0.687;0.3046;-0.7823;-0.2259;0.0038;-1.0118;0.4268;-0.9624;-0.2023;-1.0691;100;50;50;430.751;401.352;370.7;18;-1.4212;-1.8617;-0.3856;-0.9138
4000010;0;1;0;6;0;-0.1748;1.4903;-0.7823;2.2421;1.8303;1.1793;1.7899;1.9902;-2.7106;1.0346;100;50;0;460.81;452.429;448.237;18;-1.4212;-1.8617;-0.3856;-0.9138
4000011;0;1;0;4;0;-0.0288;-1.2054;-0.7823;-0.0365;-0.2006;1.1793;-0.0075;-0.0646;0.6259;1.0346;250;250;300;483.086;448.891;405.52;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;1;1;0;4;0;-0.1748;2.7249;-0.7823;-0.2197;-1.2648;1.1793;0.3589;-0.3435;1.314;1.0346;150;150;300;489.969;517.952;531.429;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;0;1;0;3;0;-0.6133;-0.3004;0.7294;-1.0066;-0.2006;0.0477;-1.09;-1.2215;-0.8998;-1.0657;360;360;480;403.127;388.085;411.533;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;1;1;0;3;0;-0.687;1.4903;-0.7823;-0.2697;0.1497;-1.0118;-0.1297;-0.0439;0.0838;1.0346;250;250;300;643.856;567.667;568.625;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;0;1;0;3;0;-0.687;-0.3184;0.2907;0.1185;0.6411;1.1793;-0.2375;-0.6842;-0.5197;1.0346;125;125;150;465.364;476.496;472.882;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;1;1;0;3;0;-0.687;2.7249;0.2907;-0.7822;-1.8538;-1.0118;-0.1962;-1.0783;1.314;1.0346;135;135;90;455.791;460.2;487.957;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;0;2;2;2;0;1.8905;-3.2367;1.4721;0.095;0.5027;0.1806;0.1777;-1.4067;-2.0248;1.0346;330;275;110;332.195;406.832;384.461;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;0;1;0;3;0;1.8905;0.6576;-0.7823;0.2926;-0.7725;-0.6122;1.1728;-0.2064;-0.2023;1.0346;250;250;50;533.738;499.536;457.153;18;-1.4212;-0.7727;-1.1147;-2.0409
4000011;1;1;0;5;0;1.3423;-0.8245;1.4721;2.0935;1.1335;1.1793;2.1439;1.0362;0.7628;-0.6576;200;200;250;426.892;399.026;411.142;18;-1.4212;-0.7727;-1.1147;-2.0409
4000012;0;1;0;5;0;0.8794;1.4326;-0.7823;0.5799;0.288;-0.1357;0.6197;-0.2411;1.314;1.0346;150;200;100;548.222;548.916;534.628;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;1.8905;-0.1906;1.2618;1.6982;1.8303;-0.1357;1.9131;1.3321;1.314;-1.6688;100;150;300;465.26;426.055;441.054;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;1.0671;0.4766;0.2907;0.0638;-0.04;-0.6122;0.1544;0.536;0.039;0.2127;100;150;250;615.453;591.989;633.263;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.8794;-0.6843;0.7703;-0.396;-0.6072;-1.0118;-0.1234;-0.6336;-0.2327;1.0346;100;150;300;517.203;490.199;505.109;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;1.8905;-0.6648;1.1211;0.2969;-0.2215;1.1793;0.2164;-0.2208;-2.1007;1.0346;100;150;300;558.914;545.757;629.917;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;-0.3799;0.9423;-0.7823;-0.5683;-0.5158;-0.1357;-0.3856;-0.4635;1.314;1.0346;100;200;250;478.986;470.212;527.245;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;0.1097;-0.0939;-0.7823;-0.1515;-0.1308;-0.3487;2e-04;-0.3014;-0.7074;-1.5824;100;200;450;535.951;614.625;584.491;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;-0.7592;2.7249;0.7703;0.1223;1.8303;1.1793;-1.0713;-0.2093;1.314;1.0346;100;200;150;632.674;539.249;561.974;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.052;-0.0553;-0.7823;-0.6794;-0.0973;-0.6853;-0.9506;-0.2169;-1.3583;1.0346;100;200;200;543.478;555.245;530.177;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-1.059;0.3018;0.2907;-1.0512;-0.6072;-1.0118;-0.9506;-0.0069;-0.7769;-1.1847;100;150;300;598.631;573.849;601.444;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;-1.4869;2.7249;-0.7823;-0.1695;0.4231;-0.1357;-0.7034;0.1061;0.1694;0.5029;100;200;350;498.115;501.935;502.823;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;-0.687;0.6818;-0.7823;1.0536;0.8775;-0.1357;0.6987;0.6621;-2.1621;-0.6576;100;200;150;505.374;484.073;454.97;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;-0.4342;-3.2367;-0.7823;0.651;0.4508;1.1793;0.4902;0.4109;0.061;1.0346;100;150;250;491.81;486.689;448.733;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.5949;2.7249;-0.7823;1.754;1.8303;-0.1357;1.3791;0.9729;-1.555;0.3622;100;150;300;540.179;531.407;563.781;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-0.3799;2.7249;0.2907;-0.6312;-0.1308;0.1806;-1.3789;0.204;-0.5973;1.0346;150;200;450;457.936;453.464;527.07;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-0.0288;0.4503;0.7703;-0.239;0.2519;-0.1357;-0.8622;0.6727;-0.2023;1.0346;100;200;250;502.049;523.02;530.841;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-1.8939;2.7249;-0.7823;0.4563;-0.1308;0.0477;0.4619;0.6114;-1.3583;0.3586;100;200;450;474.388;533.346;520.188;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;-0.1748;0.4458;-0.7823;0.2123;1.0552;-0.1357;-0.6164;-0.77;-1.555;1.0346;100;150;300;438.974;478.771;455.267;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;-0.7592;1.4326;0.2907;-0.0321;-0.1308;-1.0118;0.3525;-0.6717;-0.3584;1.0346;100;150;300;553.279;448.12;515.476;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-0.2459;1.4903;-0.7823;1.2803;0.6411;1.1793;0.8011;1.4633;-0.8176;1.0346;100;200;400;567.909;495.642;486.58;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;-0.7592;1.4326;0.2907;0.3801;0.4508;-0.1357;0.3812;0.1096;0.2148;1.0346;90;180;225;554.451;560.794;565.346;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;1.0944;-0.1939;1.1211;0.593;0.4363;-0.1357;0.3504;0.702;0.2485;1.0346;150;200;350;600.696;532.255;570.09;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;0.8207;0.9303;-0.7823;-0.389;0.288;-0.1357;-1.2363;-0.8227;0.0297;1.0346;100;150;300;595.402;630.803;649.741;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;-1.8939;1.4685;-0.7823;0.5001;0.7878;1.1793;-0.0057;-0.0738;1.314;1.0346;100;200;250;546.472;482.492;538.258;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.8207;0.0348;-0.7823;-0.1517;-0.889;-0.6122;0.2176;-0.2607;-0.9734;1.0346;150;200;350;537.224;540.955;513.2;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;0.9606;0.6818;-0.7823;0.3828;0.4231;-0.5218;0.0922;-0.0347;-0.5973;-1.0691;100;150;300;556.469;504.419;520.009;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.1097;0.6818;0.2907;0.3957;0.2519;-0.1357;0.009;0.517;-0.5488;1.0346;100;150;300;523.45;508.054;523.059;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;0.0208;-1.5698;-0.7823;0.7398;0.2519;1.1793;0.5627;-0.5468;-0.5886;1.0346;100;150;50;592.094;475.149;497.778;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;4;0;0.052;0.0348;-0.7823;0.1925;0.2519;-0.1357;-0.1638;-0.3829;0.481;0.2169;110;165;330;565.624;639.18;641.126;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-0.3799;2.7562;-0.7823;0.6869;0.6411;-0.4903;0.7125;0.9927;-0.1605;1.0346;100;200;150;522.508;468.832;462.966;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;6;0;-0.7592;0.9423;-0.7823;0.7029;1.8656;-0.1357;0.0891;1.1681;0.7628;-1.0691;100;150;300;650.105;638.181;593.369;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;3;0;-1.8939;-3.2367;-0.7823;0.9064;1.8303;1.1793;0.2381;-0.2138;0.7015;1.0346;100;200;350;525.689;503.232;488.568;28;-1.4212;-0.7613;-0.3925;0.2266
4000012;0;1;0;5;0;0.052;0.0348;0.2907;0.097;0.7878;-0.6853;-0.2886;0.2189;-1.3245;1.0346;100;200;200;527.084;532.219;479.33;28;-1.4212;-0.7613;-0.3925;0.2266
4000013;1;1;0;3;0;0.4637;0.0348;1.1625;0.4217;0.1497;-0.9386;0.9473;-0.6344;-0.2023;1.0346;200;100;0;565.358;478.614;490.302;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;1.3423;0.3281;1.5082;-0.4609;-1.2648;-0.1357;-0.0543;-0.5415;-0.9734;0.2127;200;150;0;556.895;483.13;616.019;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;3;0;0.4637;0.4458;3.8591;0.8751;1.3873;1.1793;0.214;-0.0477;-0.5088;-0.6576;250;150;0;627.609;552.087;536.715;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;1.1422;0.9423;0.8233;1.1583;0.4231;-0.1357;1.8342;0.1437;-1.1846;0.6364;200;200;300;508.673;482.456;484.364;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;6;0;-0.687;-0.8714;0.8233;0.1951;0.0185;-1.0118;1.1041;1.1239;-2.0248;-2.4468;100;50;0;464.962;508.386;492.832;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;0.3335;1.4685;1.8279;0.6063;-0.6072;1.1793;1.1041;0.3567;-0.3352;-1.2947;200;100;500;551.334;446.894;489.584;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;4;0;-1.4869;-0.3451;0.2907;-0.5126;-0.0367;-0.6122;-0.3727;-0.4332;-0.3673;1.0346;200;150;500;677.154;607.14;637.451;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;3;0;-0.4342;0.2968;-0.7823;0.0816;0.0038;-0.1357;0.5269;-0.4691;-0.7366;0.6364;200;100;400;473.766;448.946;467.835;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;3;2;5;0;-1.8939;2.7249;2.07;-1.3821;-1.8538;-1.0118;-1.2152;-1.0015;0.4394;-0.6576;200;150;300;492.298;358.871;390.157;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;3;0;-0.687;-1.282;-0.7823;-0.0736;-1.8538;0.0477;0.7034;-0.3398;-0.9734;-0.6576;350;100;500;471.945;386.771;389.806;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;1;1.0671;0.9303;-0.7823;2.5925;1.8303;1.1793;1.5126;1.3278;-0.2023;1.0346;200;100;200;500.678;433.182;397.519;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;-1.059;-0.7331;1.5082;0.6337;0.6411;-0.6122;0.7548;0.7691;-1.1176;0.5029;400;150;300;468.688;432.271;477.345;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;-0.4342;0.9517;-0.7823;1.002;0.6411;-0.1357;1.1493;0.1541;-1.1846;-0.6576;50;50;250;524.438;474.946;488.038;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;4;0;0.3335;-1.7178;-0.7823;-0.2983;-0.7725;-0.6122;-0.0397;-0.3296;-0.0037;-0.6576;100;50;350;563.902;423.599;500.662;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;3;0;-1.8939;1.4326;-0.7823;-0.0923;-0.7148;-0.1295;0.43;-0.1403;-0.0037;1.0346;200;100;150;618.293;570.084;541.877;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;6;0;-1.4869;-0.3596;1.7926;0.7638;-0.1308;-0.6122;1.3701;1.2448;-0.1697;1.0346;200;100;0;587.771;506.898;544.768;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;2;3;3;0;-1.8939;0.6818;-0.7823;0.1722;-0.7725;1.1793;0.6086;-0.0973;1.314;-0.6576;200;100;150;464.991;425.063;395.247;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;0.8207;-0.6464;1.1928;0.3541;-0.0973;-0.1357;0.5528;0.604;-1.174;-1.5824;100;50;50;422.295;399;448.357;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;5;0;1.8905;0.9683;1.1625;0.4073;0.1121;-0.1357;0.4486;-0.1124;-0.1206;1.0346;200;100;0;487.615;441.805;497.437;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;1;0;3;0;-0.687;-0.9879;-0.7823;-0.0997;-0.3076;-1.0118;0.2934;-0.2794;0.039;1.0346;250;100;550;569.238;490.511;469.603;13;0.1423;-1.8617;1.3896;-0.2175
4000013;1;2;2;3;0;-0.4342;0.9303;1.5082;-1.1649;-1.8538;0.0477;-0.7387;-1.4384;1.314;-1.7696;200;100;200;423.626;421.44;361.268;13;0.1423;-1.8617;1.3896;-0.2175
